Article File,Article Citation,AccessionID,LastUpdated (YYYY-MM-DD HH:MM:SS),PMID,License,Retracted
PMC003xxxxxx/PMC3360697.txt,"PLoS One. 2012 May 25; 7(5):e36974",PMC3360697,"2024-02-11 01:12:54",22662132,"CC BY",no
PMC003xxxxxx/PMC3776938.txt,"Front Psychol. 2013 Sep 19; 4:644",PMC3776938,"2024-02-11 01:12:35",24065945,"CC BY",no
PMC004xxxxxx/PMC4013815.txt,"Neurology. 2014 May 6; 82(18):1643-1652",PMC4013815,"2024-02-11 01:12:54",24719488,"CC BY",no
PMC004xxxxxx/PMC4175815.txt,"J Med Radiat Sci. 2013 Dec 20; 60(4):157-158",PMC4175815,"2024-02-11 01:12:35",26229625,"CC BY",no
PMC004xxxxxx/PMC4175817.txt,"J Med Radiat Sci. 2013 Dec 20; 60(4):160",PMC4175817,"2024-02-11 01:12:35",26229627,"CC BY",no
PMC004xxxxxx/PMC4175820.txt,"J Med Radiat Sci. 2013 Dec 2; 60(4):156",PMC4175820,"2024-02-11 01:12:35",26229624,"CC BY",no
PMC004xxxxxx/PMC4175823.txt,"J Med Radiat Sci. 2013 Dec 3; 60(4):159",PMC4175823,"2024-02-11 01:12:35",26229626,"CC BY",no
PMC004xxxxxx/PMC4461287.txt,"PLoS One. 2015 Jun 9; 10(6):e0127216",PMC4461287,"2024-02-11 01:09:04",26058016,"CC BY",no
PMC005xxxxxx/PMC5081250.txt,"eLife.; 5:e19375",PMC5081250,"2024-02-11 01:12:55",27759563,"CC BY",no
PMC005xxxxxx/PMC5690675.txt,"PLoS One. 2017 Nov 16; 12(11):e0188052",PMC5690675,"2024-02-11 01:12:48",29145503,"CC BY",yes
PMC006xxxxxx/PMC6013440.txt,"Sci Rep. 2018 Jun 21; 8:9447",PMC6013440,"2024-02-11 01:12:47",29930395,"CC BY",yes
PMC006xxxxxx/PMC6197282.txt,"Cell Death Dis. 2018 Oct 22; 9(11):1082",PMC6197282,"2024-02-11 01:12:47",30348980,"CC BY",yes
PMC006xxxxxx/PMC6203438.txt,"eLife.; 7:e36018",PMC6203438,"2024-02-11 01:12:52",30303484,"CC BY",no
PMC006xxxxxx/PMC6304345.txt,"Front Cell Neurosci. 2018 Dec 17; 12:480",PMC6304345,"2024-02-11 01:13:05",30618630,"CC BY",yes
PMC006xxxxxx/PMC6325129.txt,"Cell Death Dis. 2019 Jan 8; 10(1):20",PMC6325129,"2024-02-11 01:12:47",30622236,"CC BY",yes
PMC006xxxxxx/PMC6361447.txt,"PLoS One. 2019 Feb 4; 14(2):e0211644",PMC6361447,"2024-02-11 01:09:03",30716120,"CC BY",no
PMC006xxxxxx/PMC6802613.txt,"Exp Mol Med. 2019 Aug 2; 51(8):1-17",PMC6802613,"2024-02-11 01:13:06",31375658,"CC BY",no
PMC006xxxxxx/PMC6908519.txt,"Front Oncol. 2019 Dec 6; 9:1306",PMC6908519,"2024-02-11 01:12:58",31867269,"CC BY",no
PMC007xxxxxx/PMC7021896.txt,"Sci Rep. 2020 Feb 14; 10:2687",PMC7021896,"2024-02-11 01:12:47",32060308,"CC BY",yes
PMC007xxxxxx/PMC7076357.txt,"Pharmaceutics. 2020 Feb 7; 12(2):140",PMC7076357,"2024-02-11 01:12:39",32045979,"CC BY",no
PMC007xxxxxx/PMC7083956.txt,"Sci Rep. 2020 Mar 20; 10:5109",PMC7083956,"2024-02-11 01:12:48",32198370,"CC BY",yes
PMC007xxxxxx/PMC7138829.txt,"Sci Rep. 2020 Apr 7; 10:6031",PMC7138829,"2024-02-11 01:12:48",32265565,"CC BY",yes
PMC007xxxxxx/PMC7238269.txt,"Pharmaceutics. 2020 Apr 11; 12(4):346",PMC7238269,"2024-02-11 01:12:40",32290412,"CC BY",no
PMC007xxxxxx/PMC7356232.txt,"Pharmaceutics. 2020 May 27; 12(6):485",PMC7356232,"2024-02-11 01:12:39",32471119,"CC BY",no
PMC007xxxxxx/PMC7407207.txt,"Pharmaceutics. 2020 Jun 27; 12(7):597",PMC7407207,"2024-02-11 01:12:40",32604984,"CC BY",no
PMC007xxxxxx/PMC7407221.txt,"Pharmaceutics. 2020 Jul 9; 12(7):652",PMC7407221,"2024-02-11 01:12:39",32660035,"CC BY",no
PMC007xxxxxx/PMC7463966.txt,"Pharmaceutics. 2020 Aug 12; 12(8):761",PMC7463966,"2024-02-11 01:12:37",32806507,"CC BY",no
PMC007xxxxxx/PMC7515883.txt,"Nat Commun. 2020 Sep 24; 11:4900",PMC7515883,"2024-02-11 01:13:03",32973140,"CC BY",no
PMC007xxxxxx/PMC7544820.txt,"Cell Death Discov. 2020 Oct 8; 6:99",PMC7544820,"2024-02-11 01:12:48",33083020,"CC BY",yes
PMC007xxxxxx/PMC7589031.txt,"Sensors (Basel). 2020 Oct 20; 20(20):5919",PMC7589031,"2024-02-11 01:13:01",33092133,"CC BY",no
PMC007xxxxxx/PMC7589676.txt,"Viruses. 2020 Oct 19; 12(10):1182",PMC7589676,"2024-02-11 01:13:02",33086737,"CC BY",no
PMC007xxxxxx/PMC7590237.txt,"Int J Mol Sci. 2020 Oct 20; 21(20):7767",PMC7590237,"2024-02-11 01:13:02",33092242,"CC BY",no
PMC007xxxxxx/PMC7601869.txt,"Biomedicines. 2020 Oct 11; 8(10):405",PMC7601869,"2024-02-11 01:13:02",33050619,"CC BY",no
PMC007xxxxxx/PMC7602673.txt,"Sensors (Basel). 2020 Oct 15; 20(20):5834",PMC7602673,"2024-02-11 01:13:01",33076384,"CC BY",no
PMC007xxxxxx/PMC7602960.txt,"Polymers (Basel). 2020 Oct 16; 12(10):2389",PMC7602960,"2024-02-11 01:13:01",33081379,"CC BY",no
PMC007xxxxxx/PMC7603390.txt,"Foods. 2020 Oct 19; 9(10):1493",PMC7603390,"2024-02-11 01:13:02",33086617,"CC BY",no
PMC007xxxxxx/PMC7693525.txt,"BMC Bioinformatics. 2020 Nov 26; 21:545",PMC7693525,"2024-02-11 01:12:57",33243147,"CC BY",no
PMC007xxxxxx/PMC7784060.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):838-845",PMC7784060,"2024-02-11 01:12:49",33361246,"CC BY",no
PMC007xxxxxx/PMC7784061.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):613",PMC7784061,"2024-02-11 01:12:49",33361229,"CC BY",no
PMC007xxxxxx/PMC7784062.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):626-637",PMC7784062,"2024-02-11 01:12:49",33361231,"CC BY",no
PMC007xxxxxx/PMC7784063.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):846-857",PMC7784063,"2024-02-11 01:12:49",33361247,"CC BY",no
PMC007xxxxxx/PMC7784064.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):638-653",PMC7784064,"2024-02-11 01:12:49",33361232,"CC BY",no
PMC007xxxxxx/PMC7784065.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):680-688",PMC7784065,"2024-02-11 01:12:50",33361235,"CC BY",no
PMC007xxxxxx/PMC7784066.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):699-720",PMC7784066,"2024-02-11 01:12:50",33361237,"CC BY",no
PMC007xxxxxx/PMC7784067.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):689-698",PMC7784067,"2024-02-11 01:12:49",33361236,"CC BY",no
PMC007xxxxxx/PMC7784068.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):721-731",PMC7784068,"2024-02-11 01:12:50",33361238,"CC BY",no
PMC007xxxxxx/PMC7784069.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):783-798",PMC7784069,"2024-02-11 01:12:50",33361242,"CC BY",no
PMC007xxxxxx/PMC7784070.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):614-625",PMC7784070,"2024-02-11 01:12:50",33361230,"CC BY",no
PMC007xxxxxx/PMC7784071.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):654-665",PMC7784071,"2024-02-11 01:12:50",33361233,"CC BY",no
PMC007xxxxxx/PMC7784072.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):858-862",PMC7784072,"2024-02-11 01:12:50",33361248,"CC BY",no
PMC007xxxxxx/PMC7784073.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):759-770",PMC7784073,"2024-02-11 01:12:50",33361240,"CC BY",no
PMC007xxxxxx/PMC7784074.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):732-758",PMC7784074,"2024-02-11 01:12:50",33361239,"CC BY",no
PMC007xxxxxx/PMC7784075.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):666-679",PMC7784075,"2024-02-11 01:12:50",33361234,"CC BY",no
PMC007xxxxxx/PMC7784076.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):813-826",PMC7784076,"2024-02-11 01:12:50",33361244,"CC BY",no
PMC007xxxxxx/PMC7784077.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):863",PMC7784077,"2024-02-11 01:12:50",33361249,"CC BY",no
PMC007xxxxxx/PMC7784078.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):799-812",PMC7784078,"2024-02-11 01:12:51",33361243,"CC BY",no
PMC007xxxxxx/PMC7784079.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):771-782",PMC7784079,"2024-02-11 01:12:51",33361241,"CC BY",no
PMC007xxxxxx/PMC7784080.txt,"Glob Health Sci Pract. 2020 Dec 23; 8(4):827-837",PMC7784080,"2024-02-11 01:12:51",33361245,"CC BY",no
PMC007xxxxxx/PMC7911975.txt,"Plants (Basel). 2021 Jan 22; 10(2):205",PMC7911975,"2024-02-11 01:12:38",33499007,"CC BY",yes
PMC007xxxxxx/PMC7913486.txt,"Nanomaterials (Basel). 2021 Feb 3; 11(2):391",PMC7913486,"2024-02-11 01:13:01",33546352,"CC BY",no
PMC007xxxxxx/PMC7925793.txt,"Cell Regen. 2021 Mar 3; 10:8",PMC7925793,"2024-02-11 01:13:06",33655459,"CC BY",no
PMC008xxxxxx/PMC8050319.txt,"Nat Commun. 2021 Apr 15; 12:2349",PMC8050319,"2024-02-11 01:12:55",33859192,"CC BY",no
PMC008xxxxxx/PMC8056501.txt,"BMC Dev Biol. 2021 Apr 20; 21:9",PMC8056501,"2024-02-11 01:13:07",33879064,"CC BY",no
PMC008xxxxxx/PMC8062676.txt,"Nanomicro Lett. 2021 Apr 22; 13:113",PMC8062676,"2024-02-11 01:12:36",34138334,"CC BY",no
PMC008xxxxxx/PMC8211800.txt,"Sci Rep. 2021 Jun 17; 11:12757",PMC8211800,"2024-02-11 01:12:53",34140562,"CC BY",no
PMC008xxxxxx/PMC8219980.txt,"Front Hum Neurosci. 2021 Jun 9; 15:669902",PMC8219980,"2024-02-11 01:12:49",34177493,"CC BY",no
PMC008xxxxxx/PMC8225169.txt,"Pharmaceutics. 2021 May 24; 13(6):783",PMC8225169,"2024-02-11 01:12:38",34073780,"CC BY",no
PMC008xxxxxx/PMC8247768.txt,"Front Genet. 2021 Jun 17; 12:680537",PMC8247768,"2024-02-11 01:13:04",34220953,"CC BY",no
PMC008xxxxxx/PMC8346572.txt,"Sci Rep. 2021 Aug 6; 11:16058",PMC8346572,"2024-02-11 01:12:53",34362955,"CC BY",no
PMC008xxxxxx/PMC8370975.txt,"Sci Rep. 2021 Aug 17; 11:16686",PMC8370975,"2024-02-11 01:13:06",34404893,"CC BY",no
PMC008xxxxxx/PMC8490262.txt,"Int Arch Occup Environ Health. 2021 May 6; 94(8):1953-1962",PMC8490262,"2024-02-11 01:13:03",33959815,"CC BY",no
PMC008xxxxxx/PMC8525560.txt,"Front Psychol. 2021 Oct 5; 12:747321",PMC8525560,"2024-02-11 01:12:38",34675853,"CC BY",no
PMC008xxxxxx/PMC8573944.txt,"J Exp Clin Cancer Res. 2021 Nov 8; 40:351",PMC8573944,"2024-02-11 01:12:46",34749766,"CC BY",no
PMC008xxxxxx/PMC8629433.txt,"J Venom Anim Toxins Incl Trop Dis.; 27:e20210028",PMC8629433,"2024-02-11 01:13:02",34887908,"CC BY",no
PMC008xxxxxx/PMC8760281.txt,"Sci Rep. 2022 Jan 14; 12:725",PMC8760281,"2024-02-11 01:12:47",35031620,"CC BY",yes
PMC008xxxxxx/PMC8765630.txt,"PLoS One. 2022 Jan 18; 17(1):e0260668",PMC8765630,"2024-02-11 01:12:35",35041669,"CC BY",no
PMC008xxxxxx/PMC8876579.txt,"Pharmaceutics. 2022 Feb 1; 14(2):343",PMC8876579,"2024-02-11 01:12:40",35214075,"CC BY",no
PMC008xxxxxx/PMC8894346.txt,"Nat Commun. 2022 Mar 3; 13:1145",PMC8894346,"2024-02-11 01:09:05",35241686,"CC BY",no
PMC008xxxxxx/PMC8901521.txt,"J Neurovirol. 2021 Sep 23; 27(6):923-935",PMC8901521,"2024-02-11 01:12:36",34554407,"CC BY",no
PMC008xxxxxx/PMC8910201.txt,"Int J Environ Res Public Health. 2022 Feb 25; 19(5):2667",PMC8910201,"2024-02-11 01:12:51",35270360,"CC BY",no
PMC008xxxxxx/PMC8959403.txt,"Neurophotonics. 2022 Jan 28; 9(1):010401",PMC8959403,"2024-02-11 01:13:04",35356414,"CC BY",no
PMC008xxxxxx/PMC8962702.txt,"Metallomics. 2022 Feb 24; 14(3):mfac006",PMC8962702,"2024-02-11 01:12:42",35199838,"CC BY",no
PMC008xxxxxx/PMC8963325.txt,"Metallomics. 2022 Mar 16; 14(3):mfac013",PMC8963325,"2024-02-11 01:12:41",35294013,"CC BY",no
PMC008xxxxxx/PMC8995770.txt,"Front Neurosci. 2022 Mar 28; 16:850245",PMC8995770,"2024-02-11 01:12:45",35418829,"CC BY",no
PMC009xxxxxx/PMC9019029.txt,"Nat Commun. 2022 Apr 19; 13:2021",PMC9019029,"2024-02-11 01:12:56",35440134,"CC BY",no
PMC009xxxxxx/PMC9023494.txt,"Sci Rep. 2022 Apr 21; 12:6592",PMC9023494,"2024-02-11 01:10:49",35449183,"CC BY",no
PMC009xxxxxx/PMC9062834.txt,"Sci Rep. 2022 May 3; 12:7155",PMC9062834,"2024-02-11 01:12:59",35504984,"CC BY",no
PMC009xxxxxx/PMC9106737.txt,"Sci Rep. 2022 May 13; 12:7976",PMC9106737,"2024-02-11 01:13:00",35562352,"CC BY",no
PMC009xxxxxx/PMC9107162.txt,"BMC Pregnancy Childbirth. 2022 May 13; 22:408",PMC9107162,"2024-02-11 01:12:37",35562716,"CC BY",no
PMC009xxxxxx/PMC9120173.txt,"Nat Commun. 2022 May 19; 13:2810",PMC9120173,"2024-02-11 01:12:41",35589724,"CC BY",no
PMC009xxxxxx/PMC9122828.txt,"Nat Plants. 2022 May 9; 8(5):500-512",PMC9122828,"2024-02-11 01:12:45",35534720,"CC BY",no
PMC009xxxxxx/PMC9146307.txt,"Toxics. 2022 May 18; 10(5):262",PMC9146307,"2024-02-11 01:13:04",35622675,"CC BY",no
PMC009xxxxxx/PMC9159946.txt,"Nature. 2022 May 25; 606(7912):165-171",PMC9159946,"2024-02-11 01:12:40",35614226,"CC BY",no
PMC009xxxxxx/PMC9203801.txt,"Cell Death Dis. 2022 Jun 16; 13(6):550",PMC9203801,"2024-02-11 01:12:59",35710754,"CC BY",yes
PMC009xxxxxx/PMC9204256.txt,"Front Endocrinol (Lausanne). 2022 Jun 3; 13:883658",PMC9204256,"2024-02-11 01:12:37",35721731,"CC BY",no
PMC009xxxxxx/PMC9205220.txt,"Front Immunol. 2022 Jun 2; 13:921483",PMC9205220,"2024-02-11 01:13:03",35720330,"CC BY",no
PMC009xxxxxx/PMC9213751.txt,"Front Genet. 2022 Jun 8; 13:904114",PMC9213751,"2024-02-11 01:13:04",35754803,"CC BY",no
PMC009xxxxxx/PMC9227110.txt,"Pharmaceutics. 2022 May 26; 14(6):1133",PMC9227110,"2024-02-11 01:12:40",35745706,"CC BY",no
PMC009xxxxxx/PMC9314723.txt,"Metallomics. 2022 Jul 25; 14(7):mfac043",PMC9314723,"2024-02-11 01:12:42",35751650,"CC BY",no
PMC009xxxxxx/PMC9320222.txt,"Metallomics. 2022 Jun 11; 14(7):mfac041",PMC9320222,"2024-02-11 01:12:42",35689667,"CC BY",no
PMC009xxxxxx/PMC9342998.txt,"eLife.; 11:e62714",PMC9342998,"2024-02-11 01:13:06",35506659,"CC BY",no
PMC009xxxxxx/PMC9344854.txt,"Metallomics. 2022 Jun 3; 14(8):mfac040",PMC9344854,"2024-02-11 01:12:43",35657681,"CC BY",no
PMC009xxxxxx/PMC9344856.txt,"Metallomics. 2022 Jun 22; 14(8):mfac045",PMC9344856,"2024-02-11 01:12:41",35731589,"CC BY",no
PMC009xxxxxx/PMC9348618.txt,"Metallomics. 2022 Jun 25; 14(8):mfac046",PMC9348618,"2024-02-11 01:12:43",35751649,"CC BY",no
PMC009xxxxxx/PMC9406523.txt,"Metallomics. 2022 Jul 12; 14(8):mfac051",PMC9406523,"2024-02-11 01:12:42",35820043,"CC BY",no
PMC009xxxxxx/PMC9477848.txt,"Nat Commun. 2022 Sep 15; 13:5213",PMC9477848,"2024-02-11 01:13:06",36109510,"CC BY",no
PMC009xxxxxx/PMC9482630.txt,"Sci Rep. 2022 Sep 17; 12:15625",PMC9482630,"2024-02-11 01:12:53",36115880,"CC BY",no
PMC009xxxxxx/PMC9485610.txt,"Front Aging Neurosci. 2022 Sep 6; 14:996223",PMC9485610,"2024-02-11 01:13:05",36147703,"CC BY",yes
PMC009xxxxxx/PMC9492946.txt,"Front Cardiovasc Med. 2022 Sep 8; 9:943611",PMC9492946,"2024-02-11 01:13:05",36158800,"CC BY",yes
PMC009xxxxxx/PMC9550034.txt,"PLoS One. 2022 Oct 10; 17(10):e0275480",PMC9550034,"2024-02-11 01:12:34",36215295,"CC BY",no
PMC009xxxxxx/PMC9616622.txt,"Trials. 2022 Oct 28; 23:911",PMC9616622,"2024-02-11 01:13:04",36307830,"CC BY",no
PMC009xxxxxx/PMC9624242.txt,"Metallomics. 2022 Oct 10; 14(11):mfac080",PMC9624242,"2024-02-11 01:12:43",36214417,"CC BY",no
PMC009xxxxxx/PMC9683111.txt,"Metallomics. 2022 Sep 13; 14(11):mfac069",PMC9683111,"2024-02-11 01:12:42",36099903,"CC BY",no
PMC009xxxxxx/PMC9693977.txt,"Micromachines (Basel). 2022 Nov 13; 13(11):1967",PMC9693977,"2024-02-11 01:12:45",36422395,"CC BY",no
PMC009xxxxxx/PMC9701143.txt,"Nat Cancer. 2022 Nov 7; 3(11):1367-1385",PMC9701143,"2024-02-11 01:12:59",36344707,"CC BY",no
PMC009xxxxxx/PMC9718471.txt,"Sci Rep. 2022 Dec 2; 12:20861",PMC9718471,"2024-02-11 01:09:05",36460696,"CC BY",no
PMC009xxxxxx/PMC9720174.txt,"Front Cell Dev Biol. 2022 Nov 21; 10:1043117",PMC9720174,"2024-02-11 01:13:03",36478741,"CC BY",no
PMC009xxxxxx/PMC9729618.txt,"Eur J Ageing. 2022 Apr 27; 19(4):1631-1637",PMC9729618,"2024-02-11 01:12:59",36506668,"CC BY",no
PMC009xxxxxx/PMC9756726.txt,"Br Dent J. 2022 Dec 16; 233(12):1029-1034",PMC9756726,"2024-02-11 01:13:02",36526776,"CC BY",no
PMC009xxxxxx/PMC9758046.txt,"Br Dent J. 2022 Dec 16; 233(12):1035-1041",PMC9758046,"2024-02-11 01:13:03",36526777,"CC BY",no
PMC009xxxxxx/PMC9758049.txt,"Br Dent J. 2022 Dec 16; 233(12):1022-1028",PMC9758049,"2024-02-11 01:13:02",36526775,"CC BY",no
PMC009xxxxxx/PMC9764214.txt,"Metallomics. 2022 Nov 23; 14(12):mfac090",PMC9764214,"2024-02-11 01:12:42",36416864,"CC BY",no
PMC009xxxxxx/PMC9767338.txt,"PLoS One. 2022 Dec 20; 17(12):e0278298",PMC9767338,"2024-02-11 01:12:52",36538553,"CC BY",no
PMC009xxxxxx/PMC9776135.txt,"Biology (Basel). 2022 Dec 19; 11(12):1851",PMC9776135,"2024-02-11 01:12:38",36552360,"CC BY",no
PMC009xxxxxx/PMC9780748.txt,"Metallomics. 2022 Jun 14; 14(7):mfac042",PMC9780748,"2024-02-11 01:12:42",35700143,"CC BY",no
PMC009xxxxxx/PMC9859841.txt,"Eur J Philos Sci. 2023 Jan 21; 13(1):8",PMC9859841,"2024-02-11 01:12:52",36694815,"CC BY",no
PMC009xxxxxx/PMC9889737.txt,"Nat Commun. 2023 Jan 31; 14:514",PMC9889737,"2024-02-11 01:12:56",36720855,"CC BY",no
PMC009xxxxxx/PMC9911691.txt,"Nat Commun. 2023 Feb 9; 14:708",PMC9911691,"2024-02-11 01:12:55",36759645,"CC BY",no
PMC009xxxxxx/PMC9921624.txt,"Mol Brain. 2023 Feb 11; 16:22",PMC9921624,"2024-02-11 01:13:07",36774489,"CC BY",no
PMC009xxxxxx/PMC9931818.txt,"Virchows Arch. 2023 Nov 27; 482(2):359-368",PMC9931818,"2024-02-11 01:12:56",36437414,"CC BY",no
PMC009xxxxxx/PMC9933422.txt,"Cochrane Database Syst Rev. 2023 Feb 16; 2023(2):CD014758",PMC9933422,"2024-02-11 01:12:45",36809645,"CC BY",no
PMC009xxxxxx/PMC9938603.txt,"J Nanobiotechnology. 2023 Feb 17; 21:55",PMC9938603,"2024-02-11 01:13:07",36803994,"CC BY",no
